feedback_id,customer_id,timestamp,customer_name,customer_email,customer_location,feedback_type,sentiment_label,feedback_text,sentiment_score,rating,product_name,purchase_date,topics_detected,cleaned_feedback
F002644,C002644,10/27/24 17:45,Rohit Sinha,rohit.sinha@yahoo.in,Ahmedabad,Suggestion,Neutral,"धन्यवाद, समय पर delivery हो गया!",0.09,1,Maggi Noodles,12/12/24,"Delivery, Product Quality, Support",   delivery  
F002645,C002645,2/11/25 17:45,Aditi Verma,aditi.verma@gmail.com,Guwahati,Praise,Negative,"Late delivery, customer support बेकार है।",-0.28,4,Maybelline Mascara,3/1/25,Pricing,late delivery customer support  
F002646,C002646,4/5/24 17:45,Pooja Agarwal,pooja.agarwal@rediffmail.com,Madurai,Praise,Neutral,"ठीक है, पर इतना खास नहीं।",-0.64,2,LG Refrigerator 260L,12/16/24,"Support, Product Quality",     
F002647,C002647,1/20/25 17:45,Jhanvi Saxena,jhanvi.saxena@outlook.com,Nagpur,Complaint,Negative,"Late delivery, customer support बेकार है।",-0.6,2,L'Oreal Paris Lipstick,3/3/25,Usability,late delivery customer support  
F002648,C002648,12/28/24 17:45,Chirag Mehta,chirag.mehta@gmail.com,Kanpur,Complaint,Negative,"Not worth the price, I am disappointed!",0.18,5,L'Oreal Paris Lipstick,9/19/24,"Delivery, Support, Variety",not worth the price i am disappointed
F002649,C002649,9/1/24 17:45,Aarav Sharma,aarav.sharma@yahoo.in,Jaipur,Praise,Negative,"Late delivery, customer support बेकार है।",0.79,3,Brooke Bond Red Label,10/11/24,"Usability, Refund, Delivery",late delivery customer support  
F002650,C002650,9/3/24 17:45,Farhan Khan,farhan.khan@yahoo.in,Mumbai,Complaint,Positive,बहुत बढ़िया प्रोडक्ट! Highly recommended.,-0.87,1,Adidas Ultraboost,3/6/25,"Variety, Delivery",   highly recommended
F002651,C002651,1/11/25 17:45,Urvashi Sharma,urvashi.sharma@gmail.com,Pune,Praise,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",0.36,1,Xiaomi Redmi Note 12,12/30/24,Support,quality    price   
F002652,C002652,3/14/25 17:45,Harshita Iyer,harshita.iyer@gmail.com,Jodhpur,Complaint,Positive,बहुत बढ़िया प्रोडक्ट! Highly recommended.,0.04,3,Boat Airdopes 141,9/28/24,Product Quality,   highly recommended
F002653,C002653,7/24/24 17:45,Vikas Choudhary,vikas.choudhary@yahoo.in,Jabalpur,Praise,Neutral,"ठीक है, पर इतना खास नहीं।",0.29,3,Xiaomi Redmi Note 12,2/15/25,Product Quality,     
F002654,C002654,12/17/24 17:45,Madhav Joshi,madhav.joshi@yahoo.in,Hyderabad,Complaint,Neutral,"धन्यवाद, समय पर delivery हो गया!",0.82,5,Syska Hair Dryer,1/25/25,"Refund, Product Quality",   delivery  
F002655,C002655,10/18/24 17:45,Bhavesh Patel,bhavesh.patel@gmail.com,Nashik,Suggestion,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",-0.9,2,Tanishq Gold Ring,12/2/24,"Variety, Product Quality",     
F002656,C002656,2/12/25 17:45,Tanmay Bansal,tanmay.bansal@hotmail.com,Faridabad,Complaint,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",0.13,5,Mi Power Bank,12/23/24,"Variety, Usability, Refund",    improvement   
F002657,C002657,8/3/24 17:45,Esha Chatterjee,esha.chatterjee@gmail.com,Agra,Complaint,Positive,"बहुत खराब service, improve करो।",0.98,5,Bisleri 1L Water Bottle,1/14/25,"Delivery, Refund",  service improve 
F002658,C002658,5/11/24 17:45,Zoya Siddiqui,zoya.siddiqui@outlook.com,Pune,Suggestion,Positive,"बहुत खराब service, improve करो।",0.07,2,Adidas Ultraboost,9/21/24,"Pricing, Variety",  service improve 
F002659,C002659,11/18/24 17:45,Arjun Singh,arjun.singh@hotmail.com,Bangalore,Praise,Negative,"Item damaged आया, refund भी नहीं मिला!",0.63,5,Samsung Galaxy Tab S8,10/18/24,"Pricing, Variety, Usability",item damaged  refund   
F002660,C002660,2/17/25 17:45,Sakshi Thakur,sakshi.thakur@yahoo.in,Navi Mumbai,Complaint,Neutral,"धन्यवाद, समय पर delivery हो गया!",-0.45,4,Puma Running Shoes,1/16/25,Refund,   delivery  
F002661,C002661,5/29/24 17:45,Urvashi Sharma,urvashi.sharma@yahoo.in,Aurangabad,Complaint,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",0.91,5,Asus ROG Strix,3/5/25,Product Quality,     best purchase
F002662,C002662,4/10/24 17:45,Farhan Khan,farhan.khan@gmail.com,Bhopal,Complaint,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",-0.59,2,Vivo V27 Pro,12/16/24,"Usability, Pricing, Support", product      
F002663,C002663,7/7/24 17:45,Madhav Joshi,madhav.joshi@yahoo.in,Jaipur,Suggestion,Negative,"Not bad, but not great either.",0.65,2,OnePlus 11,2/12/25,"Refund, Usability",not bad but not great either
F002664,C002664,7/16/24 17:45,Jhanvi Saxena,jhanvi.saxena@hotmail.com,Allahabad,Praise,Neutral,"ठीक है, पर इतना खास नहीं।",-0.97,3,OnePlus 11,2/21/25,"Pricing, Delivery, Product Quality",     
F002665,C002665,1/1/25 17:45,Harshita Iyer,harshita.iyer@outlook.com,Guwahati,Suggestion,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",0.8,5,Boat Airdopes 141,1/9/25,"Refund, Variety, Support",     
F002666,C002666,5/11/24 17:45,Rohit Sinha,rohit.sinha@gmail.com,Jaipur,Suggestion,Positive,"बहुत खराब service, improve करो।",-0.08,2,Britannia Marie Gold,1/9/25,"Refund, Product Quality",  service improve 
F002667,C002667,4/5/24 17:45,Arjun Singh,arjun.singh@gmail.com,Nagpur,Complaint,Positive,"मुझे बहुत पसंद आया, quality excellent है!",-0.74,3,Fortune Sunflower Oil,2/11/25,"Usability, Product Quality, Delivery",    quality excellent 
F002668,C002668,11/10/24 17:45,Sakshi Thakur,sakshi.thakur@yahoo.in,Ludhiana,Suggestion,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",-0.11,5,Allen Solly Shirt,12/22/24,"Product Quality, Variety, Support",quality    price   
F002669,C002669,6/7/24 17:45,Farhan Khan,farhan.khan@rediffmail.com,Rajkot,Complaint,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",-0.81,2,Asus ROG Strix,12/25/24,"Variety, Refund",     best purchase
F002670,C002670,7/3/24 17:45,Urvashi Sharma,urvashi.sharma@outlook.com,Vadodara,Praise,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",-0.4,4,Paper Boat Aam Panna,9/19/24,"Usability, Variety",     
F002671,C002671,8/11/24 17:45,Ananya Reddy,ananya.reddy@hotmail.com,Nashik,Suggestion,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",0.64,1,Bajaj Mixer Grinder,9/23/24,"Refund, Product Quality",     best purchase
F002672,C002672,1/26/25 17:45,Urvashi Sharma,urvashi.sharma@gmail.com,Faridabad,Praise,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",0.32,4,Parle-G Biscuits,11/3/24,Variety, product      
F002673,C002673,12/8/24 17:45,Esha Chatterjee,esha.chatterjee@gmail.com,Faridabad,Complaint,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",0.74,2,Boat Airdopes 141,11/30/24,"Product Quality, Usability",     
F002674,C002674,8/29/24 17:45,Pooja Agarwal,pooja.agarwal@gmail.com,Vadodara,Suggestion,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",-0.75,3,Paper Boat Aam Panna,3/11/25,"Support, Refund, Delivery",     
F002675,C002675,3/15/25 17:45,Harshita Iyer,harshita.iyer@outlook.com,Patna,Praise,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",-0.2,2,Philips LED Bulb,9/18/24,"Pricing, Support", product      
F002676,C002676,6/10/24 17:45,Aditi Verma,aditi.verma@hotmail.com,Ghaziabad,Praise,Positive,"मुझे बहुत पसंद आया, quality excellent है!",-0.3,3,Oppo Reno 8,10/6/24,"Delivery, Support, Variety",    quality excellent 
F002677,C002677,12/27/24 17:45,Madhav Joshi,madhav.joshi@gmail.com,Ludhiana,Complaint,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",-0.53,5,Adidas Ultraboost,11/25/24,"Delivery, Product Quality",     best purchase
F002678,C002678,9/18/24 17:45,Bhavesh Patel,bhavesh.patel@yahoo.in,Dhanbad,Complaint,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",0.76,3,L'Oreal Paris Lipstick,12/17/24,"Product Quality, Support, Usability", product      
F002679,C002679,12/5/24 17:45,Kunal Deshmukh,kunal.deshmukh@rediffmail.com,Jabalpur,Suggestion,Negative,"Late delivery, customer support बेकार है।",0.87,1,Fortune Sunflower Oil,2/11/25,"Delivery, Support",late delivery customer support  
F002680,C002680,9/1/24 17:45,Gaurav Yadav,gaurav.yadav@hotmail.com,Pimpri-Chinchwad,Suggestion,Negative,"Item damaged आया, refund भी नहीं मिला!",-0.25,2,Allen Solly Shirt,11/18/24,Refund,item damaged  refund   
F002681,C002681,11/21/24 17:45,Pooja Agarwal,pooja.agarwal@gmail.com,Jaipur,Praise,Neutral,"धन्यवाद, समय पर delivery हो गया!",-0.42,2,Bajaj Mixer Grinder,2/6/25,Usability,   delivery  
F002682,C002682,11/21/24 17:45,Madhav Joshi,madhav.joshi@outlook.com,Faridabad,Complaint,Negative,"Late delivery, customer support बेकार है।",-0.65,5,Oppo Reno 8,3/14/25,"Usability, Support",late delivery customer support  
F002683,C002683,7/16/24 17:45,Harshita Iyer,harshita.iyer@yahoo.in,Amritsar,Praise,Positive,"बहुत खराब service, improve करो।",-0.53,5,JBL Bluetooth Speaker,2/3/25,"Pricing, Refund, Usability",  service improve 
F002684,C002684,12/5/24 17:45,Esha Chatterjee,esha.chatterjee@gmail.com,Jaipur,Suggestion,Negative,"Late delivery, customer support बेकार है।",-0.61,3,Boat Airdopes 141,1/24/25,"Variety, Product Quality, Refund",late delivery customer support  
F002685,C002685,9/24/24 17:45,Aarav Sharma,aarav.sharma@outlook.com,Howrah,Complaint,Negative,"Not worth the price, I am disappointed!",0.42,1,Raymond Suit,12/16/24,"Pricing, Product Quality, Usability",not worth the price i am disappointed
F002686,C002686,1/29/25 17:45,Vikas Choudhary,vikas.choudhary@rediffmail.com,Raipur,Complaint,Negative,"Item damaged आया, refund भी नहीं मिला!",-0.99,5,Bournvita Health Drink,11/24/24,"Product Quality, Refund",item damaged  refund   
F002687,C002687,6/24/24 17:45,Akhil Nair,akhil.nair@outlook.com,Indore,Suggestion,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",0.9,1,Haldiram's Rasgulla,11/5/24,"Delivery, Refund, Usability", product      
F002688,C002688,8/21/24 17:45,Arjun Singh,arjun.singh@rediffmail.com,Kota,Suggestion,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",0.94,3,Samsung Smart Watch,1/24/25,Pricing,quality    price   
F002689,C002689,8/7/24 17:45,Niharika Pandey,niharika.pandey@outlook.com,Surat,Praise,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",-0.87,3,Oppo Reno 8,12/12/24,Variety,quality    price   
F002690,C002690,11/21/24 17:45,Urvashi Sharma,urvashi.sharma@outlook.com,Srinagar,Suggestion,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",0.93,3,Britannia Marie Gold,3/13/25,"Product Quality, Delivery, Refund", product      
F002691,C002691,7/15/24 17:45,Kunal Deshmukh,kunal.deshmukh@yahoo.in,Jaipur,Complaint,Neutral,"ठीक है, पर इतना खास नहीं।",-0.19,3,L'Oreal Paris Lipstick,12/21/24,"Delivery, Variety, Refund",     
F002692,C002692,11/19/24 17:45,Akhil Nair,akhil.nair@hotmail.com,Ahmedabad,Suggestion,Positive,बहुत बढ़िया प्रोडक्ट! Highly recommended.,-0.57,4,Nike Air Max Shoes,11/14/24,Refund,   highly recommended
F002693,C002693,7/14/24 17:45,Aarav Sharma,aarav.sharma@outlook.com,Amritsar,Praise,Negative,"Late delivery, customer support बेकार है।",0.72,4,Samsung Galaxy S23,12/31/24,"Variety, Product Quality",late delivery customer support  
F002694,C002694,8/24/24 17:45,Zoya Siddiqui,zoya.siddiqui@rediffmail.com,Solapur,Praise,Negative,"Late delivery, customer support बेकार है।",0.24,3,Amul Butter,3/6/25,"Refund, Pricing",late delivery customer support  
F002695,C002695,10/30/24 17:45,Aarav Sharma,aarav.sharma@gmail.com,Agra,Praise,Neutral,"ठीक है, पर इतना खास नहीं।",-0.48,2,Horlicks Classic Malt,1/13/25,Refund,     
F002696,C002696,6/23/24 17:45,Tanmay Bansal,tanmay.bansal@outlook.com,Srinagar,Suggestion,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",0.41,2,Levi's Jeans,10/27/24,Product Quality,    improvement   
F002697,C002697,3/23/24 17:45,Rohit Sinha,rohit.sinha@yahoo.in,Srinagar,Complaint,Positive,"मुझे बहुत पसंद आया, quality excellent है!",-0.84,4,Bajaj Mixer Grinder,11/22/24,"Support, Usability, Pricing",    quality excellent 
F002698,C002698,11/5/24 17:45,Tanmay Bansal,tanmay.bansal@outlook.com,Pimpri-Chinchwad,Complaint,Negative,"Late delivery, customer support बेकार है।",-0.69,2,Colgate Toothpaste,9/21/24,"Usability, Refund, Product Quality",late delivery customer support  
F002699,C002699,9/14/24 17:45,Aditi Verma,aditi.verma@rediffmail.com,Dhanbad,Complaint,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",0.27,2,Nestle KitKat,1/13/25,"Delivery, Product Quality, Variety",quality    price   
F002700,C002700,10/12/24 17:45,Chirag Mehta,chirag.mehta@hotmail.com,Gwalior,Praise,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",-0.03,2,Allen Solly Shirt,2/2/25,Support, product      
F002701,C002701,11/22/24 17:45,Kunal Deshmukh,kunal.deshmukh@rediffmail.com,Coimbatore,Suggestion,Negative,"Item damaged आया, refund भी नहीं मिला!",0.96,4,Allen Solly Shirt,3/15/25,"Product Quality, Support",item damaged  refund   
F002702,C002702,1/29/25 17:45,Tanmay Bansal,tanmay.bansal@outlook.com,Thane,Complaint,Negative,"Not bad, but not great either.",0.08,2,Paper Boat Aam Panna,12/26/24,Support,not bad but not great either
F002703,C002703,3/18/24 17:45,Harshita Iyer,harshita.iyer@outlook.com,Hyderabad,Complaint,Positive,"5-star service, super helpful!",-0.34,2,Maggi Noodles,10/12/24,"Delivery, Variety, Refund",star service super helpful
F002704,C002704,7/3/24 17:45,Lakshmi Rao,lakshmi.rao@yahoo.in,Lucknow,Praise,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",0.93,4,Syska Hair Dryer,10/16/24,"Support, Usability",     
F002705,C002705,3/15/25 17:45,Omkar Kulkarni,omkar.kulkarni@gmail.com,Dhanbad,Suggestion,Neutral,"ठीक है, पर इतना खास नहीं।",0.74,2,Samsung Galaxy Tab S8,2/5/25,"Delivery, Variety, Usability",     
F002706,C002706,4/30/24 17:45,Arjun Singh,arjun.singh@rediffmail.com,Faridabad,Praise,Neutral,"धन्यवाद, समय पर delivery हो गया!",-0.52,2,Britannia Marie Gold,12/12/24,Usability,   delivery  
F002707,C002707,10/3/24 17:45,Rohit Sinha,rohit.sinha@yahoo.in,Jaipur,Praise,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",0.13,4,Horlicks Classic Malt,1/9/25,"Product Quality, Usability",    improvement   
F002708,C002708,2/13/25 17:45,Niharika Pandey,niharika.pandey@gmail.com,Varanasi,Praise,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",0.83,5,Bournvita Health Drink,10/12/24,"Pricing, Usability, Variety",     
F002709,C002709,5/26/24 17:45,Devansh Gupta,devansh.gupta@hotmail.com,Nashik,Praise,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",-0.45,3,Bajaj Mixer Grinder,1/21/25,"Usability, Refund",    improvement   
F002710,C002710,5/30/24 17:45,Sakshi Thakur,sakshi.thakur@rediffmail.com,Varanasi,Suggestion,Neutral,"ठीक है, पर इतना खास नहीं।",0.77,5,Tata Tea Gold,12/21/24,Refund,     
F002711,C002711,12/16/24 17:45,Sakshi Thakur,sakshi.thakur@rediffmail.com,Rajkot,Suggestion,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",0.92,3,Amul Butter,2/7/25,"Variety, Support",    improvement   
F002712,C002712,11/20/24 17:45,Chirag Mehta,chirag.mehta@rediffmail.com,Jodhpur,Complaint,Positive,"5-star service, super helpful!",0.59,2,L'Oreal Paris Lipstick,10/3/24,"Delivery, Support",star service super helpful
F002713,C002713,11/5/24 17:45,Jhanvi Saxena,jhanvi.saxena@outlook.com,Nashik,Praise,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",-0.41,2,Nike Air Max Shoes,1/29/25,"Support, Pricing, Delivery", product      
F002714,C002714,11/18/24 17:45,Aarav Sharma,aarav.sharma@yahoo.in,Pune,Praise,Negative,"Not bad, but not great either.",0.19,1,Fortune Sunflower Oil,9/18/24,Usability,not bad but not great either
F002715,C002715,9/5/24 17:45,Ishaan Malhotra,ishaan.malhotra@gmail.com,Madurai,Complaint,Positive,"5-star service, super helpful!",0.29,3,Tata Salt,11/5/24,"Usability, Support",star service super helpful
F002716,C002716,4/7/24 17:45,Aditi Verma,aditi.verma@gmail.com,Nagpur,Praise,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",0.82,3,Philips LED Bulb,2/13/25,"Refund, Product Quality, Usability", product      
F002717,C002717,4/22/24 17:45,Gaurav Yadav,gaurav.yadav@hotmail.com,Ghaziabad,Complaint,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",-0.3,2,JBL Bluetooth Speaker,11/28/24,"Pricing, Refund",quality    price   
F002718,C002718,9/10/24 17:45,Lakshmi Rao,lakshmi.rao@rediffmail.com,Howrah,Suggestion,Positive,"बहुत खराब service, improve करो।",0.15,1,Allen Solly Shirt,2/8/25,"Support, Product Quality",  service improve 
F002719,C002719,1/6/25 17:45,Lakshmi Rao,lakshmi.rao@gmail.com,Chennai,Suggestion,Neutral,"ठीक है, पर इतना खास नहीं।",0.03,3,Apple iPhone 15,11/8/24,"Pricing, Product Quality",     
F002720,C002720,3/4/25 17:45,Aarav Sharma,aarav.sharma@outlook.com,Thane,Suggestion,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",-0.19,4,Sony Bravia OLED TV,12/8/24,Usability, product      
F002721,C002721,12/5/24 17:45,Urvashi Sharma,urvashi.sharma@outlook.com,Dhanbad,Praise,Neutral,"ठीक है, पर इतना खास नहीं।",-0.21,5,Boat Airdopes 141,3/1/25,"Usability, Support, Product Quality",     
F002722,C002722,11/30/24 17:45,Bhavesh Patel,bhavesh.patel@yahoo.in,Delhi,Praise,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",-0.86,1,Adidas Ultraboost,3/4/25,Variety,    improvement   
F002723,C002723,9/13/24 17:45,Devansh Gupta,devansh.gupta@yahoo.in,Vadodara,Complaint,Negative,"Item damaged आया, refund भी नहीं मिला!",-0.42,5,LG Refrigerator 260L,2/3/25,Delivery,item damaged  refund   
F002724,C002724,12/27/24 17:45,Aditi Verma,aditi.verma@gmail.com,Vadodara,Praise,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",0.04,3,Haldiram's Rasgulla,2/21/25,Refund,    improvement   
F002725,C002725,1/24/25 17:45,Aditi Verma,aditi.verma@outlook.com,Coimbatore,Complaint,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",1.0,1,LG Refrigerator 260L,2/10/25,"Delivery, Product Quality",quality    price   
F002726,C002726,11/26/24 17:45,Sakshi Thakur,sakshi.thakur@yahoo.in,Ghaziabad,Complaint,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",-0.42,1,Colgate Toothpaste,11/20/24,Refund,    improvement   
F002727,C002727,3/17/24 17:45,Jhanvi Saxena,jhanvi.saxena@hotmail.com,Mumbai,Suggestion,Neutral,"ठीक है, पर इतना खास नहीं।",-0.7,1,Maybelline Mascara,12/10/24,Usability,     
F002728,C002728,7/1/24 17:45,Vikas Choudhary,vikas.choudhary@rediffmail.com,Jabalpur,Suggestion,Positive,"मुझे बहुत पसंद आया, quality excellent है!",0.91,4,Levi's Jeans,12/8/24,Product Quality,    quality excellent 
F002729,C002729,3/18/24 17:45,Urvashi Sharma,urvashi.sharma@rediffmail.com,Indore,Praise,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",0.42,4,Raymond Suit,1/19/25,"Support, Product Quality",     best purchase
F002730,C002730,10/23/24 17:45,Farhan Khan,farhan.khan@hotmail.com,Lucknow,Complaint,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",-0.43,2,Tata Salt,12/14/24,"Variety, Pricing",     best purchase
F002731,C002731,3/27/24 17:45,Madhav Joshi,madhav.joshi@gmail.com,Jabalpur,Praise,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",-0.08,1,Bajaj Mixer Grinder,2/13/25,"Support, Refund",     
F002732,C002732,8/21/24 17:45,Urvashi Sharma,urvashi.sharma@rediffmail.com,Pune,Suggestion,Positive,बहुत बढ़िया प्रोडक्ट! Highly recommended.,0.39,1,HP Pavilion x360 Laptop,12/8/24,"Support, Product Quality",   highly recommended
F002733,C002733,3/9/25 17:45,Lakshmi Rao,lakshmi.rao@yahoo.in,Bhopal,Complaint,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",-0.05,1,Tata Salt,2/14/25,"Refund, Product Quality",    improvement   
F002734,C002734,5/2/24 17:45,Madhav Joshi,madhav.joshi@rediffmail.com,Mumbai,Complaint,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",-0.8,1,Amul Butter,1/18/25,"Refund, Usability",     best purchase
F002735,C002735,6/15/24 17:45,Gaurav Yadav,gaurav.yadav@outlook.com,Ghaziabad,Praise,Neutral,"ठीक है, पर इतना खास नहीं।",-0.66,2,Maggi Noodles,2/10/25,"Usability, Pricing, Support",     
F002736,C002736,10/4/24 17:45,Gaurav Yadav,gaurav.yadav@yahoo.in,Delhi,Suggestion,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",0.6,1,L'Oreal Paris Lipstick,1/17/25,"Support, Product Quality, Pricing",    improvement   
F002737,C002737,5/11/24 17:45,Niharika Pandey,niharika.pandey@rediffmail.com,Lucknow,Praise,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",-0.34,5,Samsung Smart Watch,10/10/24,"Variety, Pricing",     
F002738,C002738,2/18/25 17:45,Tanmay Bansal,tanmay.bansal@rediffmail.com,Bangalore,Complaint,Positive,"मुझे बहुत पसंद आया, quality excellent है!",-0.38,2,Parle-G Biscuits,10/17/24,"Pricing, Refund, Variety",    quality excellent 
F002739,C002739,1/12/25 17:45,Niharika Pandey,niharika.pandey@gmail.com,Agra,Complaint,Positive,"मुझे बहुत पसंद आया, quality excellent है!",0.65,3,Brooke Bond Red Label,12/13/24,"Refund, Support, Product Quality",    quality excellent 
F002740,C002740,12/2/24 17:45,Harshita Iyer,harshita.iyer@outlook.com,Ludhiana,Suggestion,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",-0.58,4,Dove Shampoo,10/1/24,Pricing,     
F002741,C002741,5/18/24 17:45,Bhavesh Patel,bhavesh.patel@outlook.com,Madurai,Praise,Positive,"मुझे बहुत पसंद आया, quality excellent है!",0.81,3,Paper Boat Aam Panna,3/13/25,"Delivery, Usability, Variety",    quality excellent 
F002742,C002742,1/28/25 17:45,Chirag Mehta,chirag.mehta@rediffmail.com,Navi Mumbai,Complaint,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",-0.92,4,Realme Buds Wireless,11/12/24,"Support, Refund, Delivery",     best purchase
F002743,C002743,7/2/24 17:45,Omkar Kulkarni,omkar.kulkarni@rediffmail.com,Vijayawada,Complaint,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",0.19,5,Realme Buds Wireless,12/27/24,Usability,quality    price   
F002744,C002744,6/18/24 17:45,Farhan Khan,farhan.khan@hotmail.com,Delhi,Suggestion,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",-0.87,4,Britannia Marie Gold,10/16/24,"Support, Refund",     best purchase
F002745,C002745,9/13/24 17:45,Devansh Gupta,devansh.gupta@yahoo.in,Vadodara,Praise,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",0.32,3,LG Refrigerator 260L,12/9/24,"Refund, Variety",quality    price   
F002746,C002746,1/10/25 17:45,Farhan Khan,farhan.khan@rediffmail.com,Jabalpur,Complaint,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",0.62,2,Levi's Jeans,12/26/24,"Delivery, Product Quality, Variety", product      
F002747,C002747,8/22/24 17:45,Arjun Singh,arjun.singh@hotmail.com,Vadodara,Complaint,Negative,"Item damaged आया, refund भी नहीं मिला!",-0.91,4,Mi Power Bank,12/6/24,"Support, Variety",item damaged  refund   
F002748,C002748,7/17/24 17:45,Tanmay Bansal,tanmay.bansal@yahoo.in,Delhi,Complaint,Negative,"Late delivery, customer support बेकार है।",0.16,5,Sony Bravia OLED TV,2/16/25,"Product Quality, Support",late delivery customer support  
F002749,C002749,2/28/25 17:45,Kunal Deshmukh,kunal.deshmukh@outlook.com,Faridabad,Complaint,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",0.32,5,Tata Salt,10/18/24,Variety,    improvement   
F002750,C002750,9/30/24 17:45,Kunal Deshmukh,kunal.deshmukh@yahoo.in,Srinagar,Suggestion,Negative,"Item damaged आया, refund भी नहीं मिला!",0.35,3,Sony Bravia OLED TV,11/8/24,Usability,item damaged  refund   
F002751,C002751,1/18/25 17:45,Harshita Iyer,harshita.iyer@yahoo.in,Delhi,Suggestion,Neutral,"ठीक है, पर इतना खास नहीं।",-0.5,2,Raymond Suit,10/26/24,Support,     
F002752,C002752,6/11/24 17:45,Zoya Siddiqui,zoya.siddiqui@gmail.com,Vadodara,Complaint,Negative,"Not bad, but not great either.",0.39,3,Samsung Smart Watch,1/26/25,"Pricing, Usability, Variety",not bad but not great either
F002753,C002753,8/15/24 17:45,Pooja Agarwal,pooja.agarwal@rediffmail.com,Chandigarh,Praise,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",-0.14,3,Bournvita Health Drink,10/19/24,Variety,    improvement   
F002754,C002754,8/13/24 17:45,Yashwant Dubey,yashwant.dubey@gmail.com,Srinagar,Praise,Positive,"5-star service, super helpful!",-0.88,5,Nike Air Max Shoes,11/3/24,"Pricing, Delivery, Refund",star service super helpful
F002755,C002755,9/30/24 17:45,Kunal Deshmukh,kunal.deshmukh@yahoo.in,Bangalore,Complaint,Neutral,"धन्यवाद, समय पर delivery हो गया!",-0.97,5,OnePlus 11,1/12/25,"Usability, Refund, Pricing",   delivery  
F002756,C002756,7/18/24 17:45,Aditi Verma,aditi.verma@outlook.com,Coimbatore,Suggestion,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",0.89,4,Apple iPhone 15,9/30/24,"Usability, Refund, Product Quality",    improvement   
F002757,C002757,7/17/24 17:45,Ishaan Malhotra,ishaan.malhotra@yahoo.in,Chennai,Praise,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",-0.25,1,Puma Running Shoes,9/21/24,"Product Quality, Usability, Refund",     best purchase
F002758,C002758,8/26/24 17:45,Pooja Agarwal,pooja.agarwal@outlook.com,Raipur,Praise,Positive,"बहुत खराब service, improve करो।",0.95,1,Syska Hair Dryer,10/25/24,"Usability, Refund",  service improve 
